age,gender,icu_experience,cpr_skill,language_level,previous_score,region,score,decision
42,Male,4,2,B1,93,South,3.502935921801887,Pass
31,Male,5,2,A1,77,East,1.8840500175518626,Fail
40,Male,5,0,B1,67,West,4.046282451292756,Pass
46,Female,8,4,C1,62,South,3.874643855388813,Pass
25,Female,3,4,A1,86,South,3.150501979423548,Fail
50,Male,1,0,A1,71,West,-0.4919520607511043,Fail
40,Male,8,4,C1,61,South,3.8701303743931734,Pass
23,Male,1,1,C1,51,West,1.326609394980872,Fail
31,Female,9,4,C1,86,East,4.533302648526244,Pass
46,Male,8,4,A1,56,West,2.8582252751383574,Fail
41,Female,1,0,C1,75,South,2.0014582606905904,Fail
40,Female,7,3,C1,75,East,1.9780551663163326,Fail
44,Female,8,4,B1,73,East,1.9770107989520098,Fail
